tarea_id,orden_id,taller_id,tarifa_hora_base,catalogo_tarea_id,nombre_tarea,minutos_estimados_base,subgrupo_id,subgrupo_nombre,tipo_reparacion_id,tipo_reparacion_nombre,marca,modelo,anio,kilometraje,duracion_real_minutos,horas_reales,coste_mano_obra,coste_repuestos,coste_total
11088,2258,4,55.00,216,"Sustitución de volante bimasa",420,16,"Sustitución de volante bimasa",3,"Transmisión / Embrague",Peugeot,5008,2022,88495,517,8.6167,473.92,844.46,1318.38
11089,2258,4,55.00,225,"Alineación de ruedas / geometría",45,25,"Alineación de ruedas / geometría",4,"Suspensión / Dirección",Peugeot,5008,2022,88495,36,0.6,33,0,33
11090,2259,4,55.00,204,"Reparación de pinzas",75,4,"Reparación de pinzas",1,Frenos,Seat,Ateca,2010,139782,78,1.3,71.5,179.09,250.59
11091,2259,4,55.00,259,"Cambio de líquido refrigerante",35,59,"Cambio de líquido refrigerante",11,"Sistema de refrigeración",Seat,Ateca,2010,139782,33,0.55,30.25,22.36,52.61
11092,2260,4,55.00,248,"Montaje / equilibrado",37,48,"Montaje / equilibrado",9,"Neumáticos / ruedas",Nissan,Micra,2011,46778,32,0.5333,29.33,9.64,38.97
11093,2260,4,55.00,206,"Comprobación y ajuste de frenos de mano",30,6,"Comprobación y ajuste de frenos de mano",1,Frenos,Nissan,Micra,2011,46778,21,0.35,19.25,24.28,43.53
11094,2261,4,55.00,233,"Recarga gas A/C",45,33,"Recarga gas A/C",6,"Aire acondicionado / climatización",Seat,Ibiza,2012,98876,32,0.5333,29.33,39.14,68.47
11095,2261,4,55.00,218,"Cambio de aceite de caja automática",90,18,"Cambio de aceite de caja automática",3,"Transmisión / Embrague",Seat,Ibiza,2012,98876,60,1,55,110.67,165.67
11096,2262,4,55.00,227,"Sustitución de batería",22,27,"Sustitución de batería",5,"Sistema eléctrico",Toyota,C-HR,2011,41522,17,0.2833,15.58,127.96,143.54
11097,2263,4,55.00,263,"Cambio de limpiaparabrisas",15,63,"Cambio de limpiaparabrisas",12,"Mantenimiento general / Otros",Peugeot,2008,2016,18407,20,0.3333,18.33,24.73,43.06
11098,2263,4,55.00,245,"Pulido y retoque de pintura",120,45,"Pulido y retoque de pintura",8,"Carrocería / pintura",Peugeot,2008,2016,18407,183,3.05,167.75,27.06,194.81
11099,2264,4,55.00,257,"Sustitución de bomba de agua",150,57,"Sustitución de bomba de agua",11,"Sistema de refrigeración",Seat,Toledo,2023,278638,116,1.9333,106.33,87.41,193.74
11100,2265,4,55.00,254,"Sustitución de filtro de combustible",35,11,"Sustitución de filtro de combustible",2,Motor,Toyota,C-HR,2011,41522,30,0.5,27.5,62.04,89.54
11101,2265,4,55.00,217,"Cambio de aceite de caja de cambios manual",45,17,"Cambio de aceite de caja de cambios manual",3,"Transmisión / Embrague",Toyota,C-HR,2011,41522,63,1.05,57.75,36.68,94.43
11102,2265,4,55.00,256,"Sustitución de radiador",135,56,"Sustitución de radiador",11,"Sistema de refrigeración",Toyota,C-HR,2011,41522,166,2.7667,152.17,172.24,324.41
11103,2266,4,55.00,218,"Cambio de aceite de caja automática",90,18,"Cambio de aceite de caja automática",3,"Transmisión / Embrague",Fiat,Tipo,2008,75058,98,1.6333,89.83,107.33,197.16
11104,2266,4,55.00,238,"Cambio de silencioso / tramo de escape",90,38,"Cambio de silencioso / tramo de escape",7,Escape,Fiat,Tipo,2008,75058,74,1.2333,67.83,107.94,175.77
11105,2267,4,55.00,229,"Sustitución de luces",30,29,"Sustitución de luces",5,"Sistema eléctrico",Volkswagen,Passat,2008,135646,23,0.3833,21.08,35.36,56.44
11106,2268,4,55.00,244,"Pintura parcial / completa",480,44,"Pintura parcial / completa",8,"Carrocería / pintura",Kia,Ceed,2024,119286,590,9.8333,540.83,206.45,747.28
11107,2269,4,55.00,234,"Sustitución de compresor",240,34,"Sustitución de compresor",6,"Aire acondicionado / climatización",Peugeot,208,2015,56291,212,3.5333,194.33,361.85,556.18
11108,2270,4,55.00,263,"Cambio de limpiaparabrisas",15,63,"Cambio de limpiaparabrisas",12,"Mantenimiento general / Otros",Opel,Crossland,2022,164552,11,0.1833,10.08,21.35,31.43
11109,2271,4,55.00,246,"Sustitución de lunas",90,46,"Sustitución de lunas",8,"Carrocería / pintura",Hyundai,i20,2021,180868,117,1.95,107.25,192.81,300.06
11110,2271,4,55.00,228,"Reparación alternador / motor de arranque",135,28,"Reparación alternador / motor de arranque",5,"Sistema eléctrico",Hyundai,i20,2021,180868,158,2.6333,144.83,285.06,429.89
11111,2272,4,55.00,247,"Sustitución de neumáticos",45,47,"Sustitución de neumáticos",9,"Neumáticos / ruedas",Peugeot,208,2015,56291,32,0.5333,29.33,453.56,482.89
11112,2272,4,55.00,246,"Sustitución de lunas",90,46,"Sustitución de lunas",8,"Carrocería / pintura",Peugeot,208,2015,56291,66,1.1,60.5,207.21,267.71
11113,2273,4,55.00,202,"Cambio de discos",75,2,"Cambio de discos",1,Frenos,Seat,Ibiza,2012,98876,84,1.4,77,211.59,288.59
11114,2274,4,55.00,263,"Cambio de limpiaparabrisas",15,63,"Cambio de limpiaparabrisas",12,"Mantenimiento general / Otros",Volkswagen,Golf,2020,65707,13,0.2167,11.92,23.02,34.94
11115,2275,4,55.00,260,"Reparación manguitos y abrazaderas",90,60,"Reparación manguitos y abrazaderas",11,"Sistema de refrigeración",Nissan,Micra,2011,46778,95,1.5833,87.08,82.74,169.82
11116,2275,4,55.00,222,"Sustitución de muelles / ballestas",135,22,"Sustitución de muelles / ballestas",4,"Suspensión / Dirección",Nissan,Micra,2011,46778,132,2.2,121,110.72,231.72
11117,2276,4,55.00,255,"Reparación depósito y conductos",180,55,"Reparación depósito y conductos",10,"Sistema de combustible",Hyundai,i30,2015,100669,184,3.0667,168.67,85.38,254.05
11118,2277,4,55.00,227,"Sustitución de batería",22,27,"Sustitución de batería",5,"Sistema eléctrico",Renault,Captur,2011,71117,27,0.45,24.75,126.71,151.46
11119,2278,4,55.00,216,"Sustitución de volante bimasa",420,16,"Sustitución de volante bimasa",3,"Transmisión / Embrague",Renault,Kadjar,2023,267370,368,6.1333,337.33,773.36,1110.69
11120,2279,4,55.00,242,"Reparacion de abolladuras",210,42,"Reparación de abolladuras",8,"Carrocería / pintura",Nissan,Juke,2017,224186,349,5.8167,319.92,56.38,376.3
11121,2279,4,55.00,261,"Inspección pre-ITV",45,61,"Inspección pre-ITV",12,"Mantenimiento general / Otros",Nissan,Juke,2017,224186,43,0.7167,39.42,0,39.42
11122,2280,4,55.00,246,"Sustitución de lunas",90,46,"Sustitución de lunas",8,"Carrocería / pintura",Nissan,Micra,2009,134484,85,1.4167,77.92,176.97,254.89
11123,2281,4,55.00,260,"Reparación manguitos y abrazaderas",90,60,"Reparación manguitos y abrazaderas",11,"Sistema de refrigeración",Renault,Megane,2017,129137,97,1.6167,88.92,91.2,180.12
11124,2282,4,55.00,258,"Sustitución de termostato",45,58,"Sustitución de termostato",11,"Sistema de refrigeración",Seat,Toledo,2018,271170,38,0.6333,34.83,45.48,80.31
11125,2283,4,55.00,241,"Reparación de tubos y soportes",90,41,"Reparación de tubos y soportes",7,Escape,Renault,Megane,2017,129137,68,1.1333,62.33,47,109.33
11126,2284,4,55.00,208,"Sustitución de correas (distribución, accesorios)",240,8,"Sustitución de correas (distribución, accesorios)",2,Motor,Opel,Astra,2022,16701,219,3.65,200.75,288.53,489.28
11127,2285,4,55.00,244,"Pintura parcial / completa",480,44,"Pintura parcial / completa",8,"Carrocería / pintura",Renault,Megane,2023,101574,593,9.8833,543.58,202.92,746.5
11128,2285,4,55.00,205,"Cambio de zapatas / tambores",75,5,"Cambio de zapatas / tambores",1,Frenos,Renault,Megane,2023,101574,60,1,55,57.21,112.21
11129,2285,4,55.00,212,"Reparación de culata / juntas",600,12,"Reparación de culata / juntas",2,Motor,Renault,Megane,2023,101574,574,9.5667,526.17,166.47,692.64
11130,2286,4,55.00,264,"Comprobación de niveles y líquidos",22,64,"Comprobación de niveles y líquidos",12,"Mantenimiento general / Otros",Peugeot,208,2015,56291,14,0.2333,12.83,16.71,29.54
11131,2286,4,55.00,246,"Sustitución de lunas",90,46,"Sustitución de lunas",8,"Carrocería / pintura",Peugeot,208,2015,56291,78,1.3,71.5,170.5,242
11132,2287,4,55.00,251,"Alineación y paralelismo",45,51,"Alineación y paralelismo",9,"Neumáticos / ruedas",Nissan,Juke,2017,224186,31,0.5167,28.42,0,28.42
11133,2288,4,55.00,206,"Comprobación y ajuste de frenos de mano",30,6,"Comprobación y ajuste de frenos de mano",1,Frenos,Renault,Captur,2022,180767,21,0.35,19.25,25.14,44.39
11134,2289,4,55.00,238,"Cambio de silencioso / tramo de escape",90,38,"Cambio de silencioso / tramo de escape",7,Escape,Volkswagen,T-Roc,2010,138314,58,0.9667,53.17,101.37,154.54
11135,2290,4,55.00,226,"Cambio de barras estabilizadoras",120,26,"Cambio de barras estabilizadoras",4,"Suspensión / Dirección",Peugeot,2008,2021,114829,111,1.85,101.75,83.85,185.6
11136,2291,4,55.00,208,"Sustitución de correas (distribución, accesorios)",240,8,"Sustitución de correas (distribución, accesorios)",2,Motor,Seat,Ibiza,2012,98876,227,3.7833,208.08,290.95,499.03
11137,2291,4,55.00,206,"Comprobación y ajuste de frenos de mano",30,6,"Comprobación y ajuste de frenos de mano",1,Frenos,Seat,Ibiza,2012,98876,35,0.5833,32.08,21.33,53.41
11138,2292,4,55.00,209,"Cambio de bujías",45,9,"Cambio de bujías",2,Motor,Renault,Captur,2011,71117,35,0.5833,32.08,44.24,76.32
11139,2292,4,55.00,212,"Reparación de culata / juntas",600,12,"Reparación de culata / juntas",2,Motor,Renault,Captur,2011,71117,619,10.3167,567.42,178.21,745.63
11140,2293,4,55.00,266,Diagnóstico,60,66,Diagnóstico,12,"Mantenimiento general / Otros",Volkswagen,T-Roc,2010,138314,31,0.5167,28.42,0,28.42
11141,2293,4,55.00,260,"Reparación manguitos y abrazaderas",90,60,"Reparación manguitos y abrazaderas",11,"Sistema de refrigeración",Volkswagen,T-Roc,2010,138314,56,0.9333,51.33,74.42,125.75
11142,2294,4,55.00,245,"Pulido y retoque de pintura",120,45,"Pulido y retoque de pintura",8,"Carrocería / pintura",Peugeot,5008,2022,88495,80,1.3333,73.33,26.3,99.63
11143,2294,4,55.00,251,"Alineación y paralelismo",45,51,"Alineación y paralelismo",9,"Neumáticos / ruedas",Peugeot,5008,2022,88495,59,0.9833,54.08,0,54.08
11144,2294,4,55.00,240,"Sustitución de sondas lambda",45,40,"Sustitución de sondas lambda",7,Escape,Peugeot,5008,2022,88495,50,0.8333,45.83,117.16,162.99
11145,2295,4,55.00,201,"Cambio de pastillas",45,1,"Cambio de pastillas",1,Frenos,Hyundai,i30,2015,100669,34,0.5667,31.17,50.11,81.28
11146,2296,4,55.00,213,"Limpieza de inyectores",90,13,"Limpieza de inyectores",2,Motor,Nissan,Micra,2011,46778,78,1.3,71.5,51.53,123.03
11147,2296,4,55.00,205,"Cambio de zapatas / tambores",75,5,"Cambio de zapatas / tambores",1,Frenos,Nissan,Micra,2011,46778,71,1.1833,65.08,63.23,128.31
11148,2297,4,55.00,261,"Inspección pre-ITV",45,61,"Inspección pre-ITV",12,"Mantenimiento general / Otros",Kia,Ceed,2024,119286,52,0.8667,47.67,0,47.67
11149,2297,4,55.00,263,"Cambio de limpiaparabrisas",15,63,"Cambio de limpiaparabrisas",12,"Mantenimiento general / Otros",Kia,Ceed,2024,119286,10,0.1667,9.17,22.29,31.46
11150,2298,4,55.00,239,"Sustitución de catalizador",120,39,"Sustitución de catalizador",7,Escape,Volkswagen,T-Roc,2010,138314,117,1.95,107.25,311.1,418.35
11151,2298,4,55.00,203,"Sustitución de líquido de frenos",35,3,"Sustitución de líquido de frenos",1,Frenos,Volkswagen,T-Roc,2010,138314,45,0.75,41.25,16.21,57.46
11152,2299,4,55.00,225,"Alineación de ruedas / geometría",45,25,"Alineación de ruedas / geometría",4,"Suspensión / Dirección",Peugeot,2008,2020,255570,39,0.65,35.75,0,35.75
11153,2299,4,55.00,244,"Pintura parcial / completa",480,44,"Pintura parcial / completa",8,"Carrocería / pintura",Peugeot,2008,2020,255570,645,10.75,591.25,212.45,803.7
11154,2299,4,55.00,231,"Sustitución de fusibles y relés",22,31,"Sustitución de fusibles y relés",5,"Sistema eléctrico",Peugeot,2008,2020,255570,23,0.3833,21.08,7.32,28.4
11155,2300,4,55.00,204,"Reparación de pinzas",75,4,"Reparación de pinzas",1,Frenos,Opel,Crossland,2022,164552,78,1.3,71.5,165.85,237.35
11156,2300,4,55.00,239,"Sustitución de catalizador",120,39,"Sustitución de catalizador",7,Escape,Opel,Crossland,2022,164552,142,2.3667,130.17,330.36,460.53
11157,2300,4,55.00,229,"Sustitución de luces",30,29,"Sustitución de luces",5,"Sistema eléctrico",Opel,Crossland,2022,164552,33,0.55,30.25,36.8,67.05
11158,2301,4,55.00,232,"Reparación de centralitas y módulos",210,32,"Reparación de centralitas y módulos",5,"Sistema eléctrico",Fiat,500,2020,56313,280,4.6667,256.67,417.17,673.84
11159,2302,4,55.00,202,"Cambio de discos",75,2,"Cambio de discos",1,Frenos,Peugeot,5008,2022,88495,59,0.9833,54.08,191.48,245.56
11160,2303,4,55.00,203,"Sustitución de líquido de frenos",35,3,"Sustitución de líquido de frenos",1,Frenos,Renault,Kadjar,2023,267370,38,0.6333,34.83,17.9,52.73
11161,2303,4,55.00,223,"Cambio de brazos / bieletas",90,23,"Cambio de brazos / bieletas",4,"Suspensión / Dirección",Renault,Kadjar,2023,267370,79,1.3167,72.42,86.42,158.84
11162,2304,4,55.00,265,"Lavado interior / exterior",45,65,"Lavado interior / exterior",12,"Mantenimiento general / Otros",Kia,Ceed,2024,271131,56,0.9333,51.33,0,51.33
11163,2304,4,55.00,230,"Diagnóstico electrónico de averías",60,30,"Diagnóstico electrónico de averías",5,"Sistema eléctrico",Kia,Ceed,2024,271131,43,0.7167,39.42,0,39.42
11164,2305,4,55.00,214,"Diagnóstico electrónico del motor",60,14,"Diagnóstico electrónico del motor",2,Motor,Peugeot,208,2015,56291,76,1.2667,69.67,0,69.67
11165,2305,4,55.00,220,"Reparación de palieres y homocinéticas",120,20,"Reparación de palieres y homocinéticas",3,"Transmisión / Embrague",Peugeot,208,2015,56291,152,2.5333,139.33,125.72,265.05
11166,2306,4,55.00,219,"Reparación de diferencial",300,19,"Reparación de diferencial",3,"Transmisión / Embrague",Volkswagen,T-Roc,2014,154041,261,4.35,239.25,103.79,343.04
11167,2306,4,55.00,266,Diagnóstico,60,66,Diagnóstico,12,"Mantenimiento general / Otros",Volkswagen,T-Roc,2014,154041,67,1.1167,61.42,0,61.42
11168,2307,4,55.00,203,"Sustitución de líquido de frenos",35,3,"Sustitución de líquido de frenos",1,Frenos,Peugeot,208,2015,56291,40,0.6667,36.67,19.11,55.78
11169,2308,4,55.00,230,"Diagnóstico electrónico de averías",60,30,"Diagnóstico electrónico de averías",5,"Sistema eléctrico",Ford,Fiesta,2008,189879,67,1.1167,61.42,0,61.42
11170,2309,4,55.00,222,"Sustitución de muelles / ballestas",135,22,"Sustitución de muelles / ballestas",4,"Suspensión / Dirección",Renault,Captur,2022,180767,162,2.7,148.5,109.18,257.68
11171,2310,4,55.00,202,"Cambio de discos",75,2,"Cambio de discos",1,Frenos,Opel,Crossland,2022,164552,70,1.1667,64.17,178.02,242.19
11172,2310,4,55.00,234,"Sustitución de compresor",240,34,"Sustitución de compresor",6,"Aire acondicionado / climatización",Opel,Crossland,2022,164552,230,3.8333,210.83,337.62,548.45
11173,2311,4,55.00,247,"Sustitución de neumáticos",45,47,"Sustitución de neumáticos",9,"Neumáticos / ruedas",Peugeot,208,2015,56291,63,1.05,57.75,484.84,542.59
11174,2311,4,55.00,213,"Limpieza de inyectores",90,13,"Limpieza de inyectores",2,Motor,Peugeot,208,2015,56291,92,1.5333,84.33,65.72,150.05
11175,2312,4,55.00,265,"Lavado interior / exterior",45,65,"Lavado interior / exterior",12,"Mantenimiento general / Otros",Renault,Captur,2022,180767,52,0.8667,47.67,0,47.67
11176,2312,4,55.00,238,"Cambio de silencioso / tramo de escape",90,38,"Cambio de silencioso / tramo de escape",7,Escape,Renault,Captur,2022,180767,109,1.8167,99.92,86.79,186.71
11177,2313,4,55.00,233,"Recarga gas A/C",45,33,"Recarga gas A/C",6,"Aire acondicionado / climatización",Volkswagen,T-Roc,2010,138314,39,0.65,35.75,51.27,87.02
11178,2314,4,55.00,220,"Reparación de palieres y homocinéticas",120,20,"Reparación de palieres y homocinéticas",3,"Transmisión / Embrague",Renault,Kadjar,2023,267370,124,2.0667,113.67,140.18,253.85
11179,2315,4,55.00,259,"Cambio de líquido refrigerante",35,59,"Cambio de líquido refrigerante",11,"Sistema de refrigeración",Volkswagen,T-Roc,2010,138314,30,0.5,27.5,25.49,52.99
11180,2315,4,55.00,228,"Reparación alternador / motor de arranque",135,28,"Reparación alternador / motor de arranque",5,"Sistema eléctrico",Volkswagen,T-Roc,2010,138314,99,1.65,90.75,265.28,356.03
11181,2315,4,55.00,202,"Cambio de discos",75,2,"Cambio de discos",1,Frenos,Volkswagen,T-Roc,2010,138314,79,1.3167,72.42,178.23,250.65
11182,2316,4,55.00,212,"Reparación de culata / juntas",600,12,"Reparación de culata / juntas",2,Motor,Ford,Puma,2019,100277,446,7.4333,408.83,152.42,561.25
11183,2316,4,55.00,202,"Cambio de discos",75,2,"Cambio de discos",1,Frenos,Ford,Puma,2019,100277,82,1.3667,75.17,175.23,250.4
11184,2316,4,55.00,234,"Sustitución de compresor",240,34,"Sustitución de compresor",6,"Aire acondicionado / climatización",Ford,Puma,2019,100277,302,5.0333,276.83,388.47,665.3
11185,2317,4,55.00,222,"Sustitución de muelles / ballestas",135,22,"Sustitución de muelles / ballestas",4,"Suspensión / Dirección",Renault,Captur,2022,180767,175,2.9167,160.42,120.06,280.48
11186,2317,4,55.00,211,"Sustitución de filtro de combustible",32,11,"Sustitución de filtro de combustible",2,Motor,Renault,Captur,2022,180767,24,0.4,22,64.22,86.22
11187,2317,4,55.00,220,"Reparación de palieres y homocinéticas",120,20,"Reparación de palieres y homocinéticas",3,"Transmisión / Embrague",Renault,Captur,2022,180767,162,2.7,148.5,136.3,284.8
11188,2318,4,55.00,244,"Pintura parcial / completa",480,44,"Pintura parcial / completa",8,"Carrocería / pintura",Peugeot,208,2015,56291,501,8.35,459.25,166.36,625.61
11189,2319,4,55.00,213,"Limpieza de inyectores",90,13,"Limpieza de inyectores",2,Motor,Opel,Crossland,2022,164552,113,1.8833,103.58,56.89,160.47
11190,2319,4,55.00,234,"Sustitución de compresor",240,34,"Sustitución de compresor",6,"Aire acondicionado / climatización",Opel,Crossland,2022,164552,174,2.9,159.5,377.32,536.82
11191,2320,4,55.00,265,"Lavado interior / exterior",45,65,"Lavado interior / exterior",12,"Mantenimiento general / Otros",Volkswagen,T-Roc,2014,154041,27,0.45,24.75,0,24.75
11192,2321,4,55.00,255,"Reparación depósito y conductos",180,55,"Reparación depósito y conductos",10,"Sistema de combustible",Renault,Captur,2011,71117,131,2.1833,120.08,91.73,211.81
11193,2321,4,55.00,249,"Reparación de pinchazos",30,49,"Reparación de pinchazos",9,"Neumáticos / ruedas",Renault,Captur,2011,71117,23,0.3833,21.08,8.86,29.94
11194,2322,4,55.00,216,"Sustitución de volante bimasa",420,16,"Sustitución de volante bimasa",3,"Transmisión / Embrague",Hyundai,i30,2015,100669,425,7.0833,389.58,807.62,1197.2
11195,2323,4,55.00,253,"Limpieza o cambio de inyectores",90,53,"Limpieza o cambio de inyectores",10,"Sistema de combustible",Opel,Crossland,2022,164552,108,1.8,99,149.99,248.99
11196,2324,4,55.00,226,"Cambio de barras estabilizadoras",120,26,"Cambio de barras estabilizadoras",4,"Suspensión / Dirección",Nissan,Note,2021,224400,141,2.35,129.25,85.99,215.24
11197,2324,4,55.00,244,"Pintura parcial / completa",480,44,"Pintura parcial / completa",8,"Carrocería / pintura",Nissan,Note,2021,224400,425,7.0833,389.58,218.35,607.93
11198,2325,4,55.00,261,"Inspección pre-ITV",45,61,"Inspección pre-ITV",12,"Mantenimiento general / Otros",Renault,Kadjar,2023,267370,45,0.75,41.25,0,41.25
11199,2325,4,55.00,211,"Sustitución de filtro de combustible",32,11,"Sustitución de filtro de combustible",2,Motor,Renault,Kadjar,2023,267370,32,0.5333,29.33,50.34,79.67
11200,2325,4,55.00,226,"Cambio de barras estabilizadoras",120,26,"Cambio de barras estabilizadoras",4,"Suspensión / Dirección",Renault,Kadjar,2023,267370,123,2.05,112.75,78.57,191.32
11201,2326,4,55.00,230,"Diagnóstico electrónico de averías",60,30,"Diagnóstico electrónico de averías",5,"Sistema eléctrico",Peugeot,2008,2021,114829,68,1.1333,62.33,0,62.33
11202,2326,4,55.00,243,"Sustitución de puertas, paragolpes, capó",270,43,"Sustitución de puertas, paragolpes, capó",8,"Carrocería / pintura",Peugeot,2008,2021,114829,319,5.3167,292.42,367.7,660.12
11203,2327,4,55.00,224,"Sustitución de rótulas",90,24,"Sustitución de rótulas",4,"Suspensión / Dirección",Ford,Puma,2019,100277,115,1.9167,105.42,56.28,161.7
11204,2328,4,55.00,250,"Cambio de llantas",45,50,"Cambio de llantas",9,"Neumáticos / ruedas",Hyundai,i20,2021,180868,47,0.7833,43.08,818.36,861.44
11205,2329,4,55.00,232,"Reparación de centralitas y módulos",210,32,"Reparación de centralitas y módulos",5,"Sistema eléctrico",Hyundai,i20,2021,180868,171,2.85,156.75,399.83,556.58
11206,2329,4,55.00,241,"Reparación de tubos y soportes",90,41,"Reparación de tubos y soportes",7,Escape,Hyundai,i20,2021,180868,69,1.15,63.25,58.12,121.37
11207,2330,4,55.00,211,"Sustitución de filtro de combustible",32,11,"Sustitución de filtro de combustible",2,Motor,Peugeot,208,2015,56291,37,0.6167,33.92,52.5,86.42
11208,2330,4,55.00,247,"Sustitución de neumáticos",45,47,"Sustitución de neumáticos",9,"Neumáticos / ruedas",Peugeot,208,2015,56291,34,0.5667,31.17,548.2,579.37
11209,2331,4,55.00,220,"Reparación de palieres y homocinéticas",120,20,"Reparación de palieres y homocinéticas",3,"Transmisión / Embrague",Nissan,Juke,2017,224186,130,2.1667,119.17,148.2,267.37
11210,2332,4,55.00,245,"Pulido y retoque de pintura",120,45,"Pulido y retoque de pintura",8,"Carrocería / pintura",Peugeot,3008,2009,135087,71,1.1833,65.08,30.84,95.92
11211,2333,4,55.00,218,"Cambio de aceite de caja automática",90,18,"Cambio de aceite de caja automática",3,"Transmisión / Embrague",Hyundai,i30,2015,100669,60,1,55,121.96,176.96
11212,2334,4,55.00,205,"Cambio de zapatas / tambores",75,5,"Cambio de zapatas / tambores",1,Frenos,Volkswagen,Golf,2020,65707,66,1.1,60.5,50.98,111.48
11213,2334,4,55.00,217,"Cambio de aceite de caja de cambios manual",45,17,"Cambio de aceite de caja de cambios manual",3,"Transmisión / Embrague",Volkswagen,Golf,2020,65707,50,0.8333,45.83,43.06,88.89
11214,2334,4,55.00,239,"Sustitución de catalizador",120,39,"Sustitución de catalizador",7,Escape,Volkswagen,Golf,2020,65707,158,2.6333,144.83,374.18,519.01
11215,2335,4,55.00,266,Diagnóstico,60,66,Diagnóstico,12,"Mantenimiento general / Otros",Seat,Toledo,2018,271170,75,1.25,68.75,0,68.75
11216,2336,4,55.00,232,"Reparación de centralitas y módulos",210,32,"Reparación de centralitas y módulos",5,"Sistema eléctrico",Kia,Ceed,2024,119286,114,1.9,104.5,350.41,454.91
11217,2337,4,55.00,206,"Comprobación y ajuste de frenos de mano",30,6,"Comprobación y ajuste de frenos de mano",1,Frenos,Ford,Fiesta,2008,189879,43,0.7167,39.42,25.41,64.83
11218,2338,4,55.00,212,"Reparación de culata / juntas",600,12,"Reparación de culata / juntas",2,Motor,Opel,Crossland,2022,164552,600,10,550,176.03,726.03
11219,2338,4,55.00,252,"Sustitución de bomba de combustible",135,52,"Sustitución de bomba de combustible",10,"Sistema de combustible",Opel,Crossland,2022,164552,190,3.1667,174.17,165.91,340.08
11220,2339,4,55.00,224,"Sustitución de rótulas",90,24,"Sustitución de rótulas",4,"Suspensión / Dirección",Volkswagen,Passat,2008,135646,88,1.4667,80.67,61.09,141.76
11221,2340,4,55.00,260,"Reparación manguitos y abrazaderas",90,60,"Reparación manguitos y abrazaderas",11,"Sistema de refrigeración",Seat,Toledo,2023,278638,71,1.1833,65.08,72.36,137.44
11222,2341,4,55.00,234,"Sustitución de compresor",240,34,"Sustitución de compresor",6,"Aire acondicionado / climatización",Nissan,Micra,2011,46778,214,3.5667,196.17,395.91,592.08
11223,2342,4,55.00,202,"Cambio de discos",75,2,"Cambio de discos",1,Frenos,Seat,Ateca,2010,139782,60,1,55,181.08,236.08
11224,2342,4,55.00,254,"Sustitución de filtro de combustible",35,11,"Sustitución de filtro de combustible",2,Motor,Seat,Ateca,2010,139782,37,0.6167,33.92,59.72,93.64
11225,2342,4,55.00,251,"Alineación y paralelismo",45,51,"Alineación y paralelismo",9,"Neumáticos / ruedas",Seat,Ateca,2010,139782,44,0.7333,40.33,0,40.33
11226,2343,4,55.00,219,"Reparación de diferencial",300,19,"Reparación de diferencial",3,"Transmisión / Embrague",Peugeot,2008,2020,255570,346,5.7667,317.17,110.87,428.04
11227,2344,4,55.00,217,"Cambio de aceite de caja de cambios manual",45,17,"Cambio de aceite de caja de cambios manual",3,"Transmisión / Embrague",Peugeot,2008,2020,255570,50,0.8333,45.83,42.75,88.58
11228,2344,4,55.00,232,"Reparación de centralitas y módulos",210,32,"Reparación de centralitas y módulos",5,"Sistema eléctrico",Peugeot,2008,2020,255570,206,3.4333,188.83,439.86,628.69
11229,2345,4,55.00,217,"Cambio de aceite de caja de cambios manual",45,17,"Cambio de aceite de caja de cambios manual",3,"Transmisión / Embrague",Renault,Captur,2011,71117,63,1.05,57.75,34.15,91.9
11230,2345,4,55.00,214,"Diagnóstico electrónico del motor",60,14,"Diagnóstico electrónico del motor",2,Motor,Renault,Captur,2011,71117,56,0.9333,51.33,0,51.33
11231,2346,4,55.00,249,"Reparación de pinchazos",30,49,"Reparación de pinchazos",9,"Neumáticos / ruedas",Ford,Focus,2022,173606,28,0.4667,25.67,10.15,35.82
11232,2346,4,55.00,257,"Sustitución de bomba de agua",150,57,"Sustitución de bomba de agua",11,"Sistema de refrigeración",Ford,Focus,2022,173606,142,2.3667,130.17,91.99,222.16
11233,2347,4,55.00,254,"Sustitución de filtro de combustible",35,11,"Sustitución de filtro de combustible",2,Motor,Peugeot,5008,2022,88495,24,0.4,22,63.32,85.32
11234,2348,4,55.00,216,"Sustitución de volante bimasa",420,16,"Sustitución de volante bimasa",3,"Transmisión / Embrague",Hyundai,i30,2015,100669,353,5.8833,323.58,741.83,1065.41
11235,2349,4,55.00,226,"Cambio de barras estabilizadoras",120,26,"Cambio de barras estabilizadoras",4,"Suspensión / Dirección",Peugeot,2008,2016,18407,127,2.1167,116.42,73.13,189.55
11236,2349,4,55.00,228,"Reparación alternador / motor de arranque",135,28,"Reparación alternador / motor de arranque",5,"Sistema eléctrico",Peugeot,2008,2016,18407,140,2.3333,128.33,274.04,402.37
11237,2350,4,55.00,226,"Cambio de barras estabilizadoras",120,26,"Cambio de barras estabilizadoras",4,"Suspensión / Dirección",Seat,Ibiza,2012,98876,125,2.0833,114.58,79.97,194.55
11238,2351,4,55.00,211,"Sustitución de filtro de combustible",32,11,"Sustitución de filtro de combustible",2,Motor,Renault,Captur,2022,180767,33,0.55,30.25,48.12,78.37
11239,2352,4,55.00,231,"Sustitución de fusibles y relés",22,31,"Sustitución de fusibles y relés",5,"Sistema eléctrico",Nissan,Juke,2017,224186,30,0.5,27.5,5.93,33.43
